78535,功夫熊猫3,0.46,0.54,0.07,0.28,0.27,0.17,0.12,0.09,0.3,0.7,0.44,0.23,0.19,0.14,其他,0.53,白领,0.37,学生,0.11,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.06,美人鱼,港囧,寻龙诀,捉妖记,疯狂动物城,唐人街探案,夏洛特烦恼,速度与激情7,复仇者联盟2：奥创纪元,侏罗纪世界
341750,熊出没之熊心归来,0.39,0.61,0.04,0.19,0.25,0.26,0.16,0.08,0.24,0.76,0.42,0.26,0.22,0.11,其他,0.57,白领,0.37,学生,0.07,动作,0.32,爱情,0.28,科幻,0.14,喜剧,0.12,动画,0.08,美人鱼,疯狂动物城,港囧,功夫熊猫3,捉妖记,寻龙诀,唐人街探案,夏洛特烦恼,愤怒的小鸟,速度与激情7
338412,神战：权力之眼,0.54,0.46,0.06,0.3,0.31,0.15,0.09,0.08,0.29,0.7,0.45,0.21,0.19,0.15,其他,0.51,白领,0.4,学生,0.09,动作,0.32,爱情,0.28,科幻,0.17,喜剧,0.12,动画,0.04,美人鱼,寻龙诀,疯狂动物城,星球大战：原力觉醒,美国队长3,魔兽,港囧,唐人街探案,功夫熊猫3,澳门风云3
338419,幽冥
334722,使徒行者,0.46,0.54,0.09,0.33,0.29,0.14,0.08,0.08,0.28,0.72,0.42,0.24,0.2,0.14,其他,0.55,白领,0.33,学生,0.12,动作,0.32,爱情,0.29,科幻,0.15,喜剧,0.13,动画,0.04,美人鱼,港囧,湄公河行动,澳门风云3,寒战2,唐人街探案,寻龙诀,美国队长3,绝地逃亡,疯狂动物城
78536,星球大战：原力觉醒,0.51,0.49,0.07,0.32,0.29,0.14,0.09,0.09,0.32,0.68,0.45,0.2,0.18,0.16,其他,0.5,白领,0.39,学生,0.11,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.05,寻龙诀,美人鱼,港囧,速度与激情7,复仇者联盟2：奥创纪元,侏罗纪世界,唐人街探案,捉妖记,碟中谍5：神秘国度,蚁人
672184,中邪,0.47,0.54,0.08,0.36,0.25,0.13,0.08,0.1,0.3,0.7,0.43,0.24,0.2,0.13,白领,0.4,其他,0.37,学生,0.23,动作,0.47,爱情,0.16,喜剧,0.12,科幻,0.09,动画,0.06,唐人街探案2,我不是药神,复仇者联盟3：无限战争,红海行动,头号玩家,后来的我们,西虹市首富,前任3：再见前任,捉妖记2,毒液：致命守护者
338351,爱宠大机密,0.38,0.62,0.09,0.28,0.25,0.17,0.11,0.09,0.3,0.7,0.44,0.23,0.19,0.14,其他,0.54,白领,0.33,学生,0.12,动作,0.32,爱情,0.28,科幻,0.14,喜剧,0.12,动画,0.06,疯狂动物城,美人鱼,大鱼海棠,美国队长3,奇幻森林,魔兽,功夫熊猫3,捉妖记,愤怒的小鸟,寻龙诀
246152,我的特工爷爷,0.52,0.48,0.07,0.34,0.3,0.13,0.07,0.07,0.27,0.73,0.43,0.23,0.2,0.14,其他,0.54,白领,0.35,学生,0.11,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.13,动画,0.04,美人鱼,港囧,捉妖记,唐人街探案,寻龙诀,澳门风云3,速度与激情7,疯狂动物城,夏洛特烦恼,美国队长3
336868,火影忍者剧场版：博人传,0.56,0.44,0.09,0.37,0.27,0.12,0.07,0.08,0.31,0.69,0.45,0.21,0.19,0.15,其他,0.52,白领,0.35,学生,0.13,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.06,美人鱼,寻龙诀,疯狂动物城,港囧,美国队长3,功夫熊猫3,唐人街探案,澳门风云3,魔兽,复仇者联盟2：奥创纪元
246388,摆渡人,0.44,0.56,0.1,0.36,0.27,0.12,0.07,0.07,0.31,0.69,0.42,0.25,0.2,0.12,其他,0.52,白领,0.33,学生,0.15,动作,0.32,爱情,0.29,科幻,0.15,喜剧,0.13,动画,0.04,从你的全世界路过,美人鱼,湄公河行动,长城,港囧,你的名字。,寻龙诀,唐人街探案,奇异博士,疯狂动物城
246970,奇幻森林,0.44,0.56,0.07,0.32,0.28,0.15,0.1,0.08,0.31,0.69,0.45,0.22,0.18,0.15,其他,0.52,白领,0.36,学生,0.12,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.05,美人鱼,疯狂动物城,寻龙诀,美国队长3,港囧,捉妖记,魔兽,功夫熊猫3,唐人街探案,侏罗纪世界
341289,寒战2,0.48,0.52,0.08,0.33,0.3,0.14,0.08,0.08,0.29,0.71,0.43,0.22,0.19,0.16,其他,0.54,白领,0.35,学生,0.11,动作,0.32,爱情,0.29,科幻,0.15,喜剧,0.13,动画,0.04,美人鱼,港囧,美国队长3,寻龙诀,湄公河行动,魔兽,唐人街探案,疯狂动物城,澳门风云3,X战警：天启
338349,血战钢锯岭,0.57,0.43,0.08,0.33,0.28,0.14,0.08,0.09,0.35,0.65,0.46,0.2,0.18,0.17,其他,0.48,白领,0.37,学生,0.15,动作,0.32,爱情,0.28,科幻,0.17,喜剧,0.11,动画,0.04,湄公河行动,美人鱼,长城,奇异博士,魔兽,美国队长3,疯狂动物城,寻龙诀,神奇动物在哪里,你的名字。
1207499,Ｘ特遣队：一个团队，一个任务
344902,航海王之黄金城,0.56,0.44,0.13,0.4,0.24,0.11,0.06,0.06,0.3,0.7,0.43,0.21,0.2,0.15,其他,0.51,白领,0.29,学生,0.19,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.06,美人鱼,奇异博士,湄公河行动,美国队长3,魔兽,疯狂动物城,从你的全世界路过,你的名字。,寻龙诀,港囧
341120,七月与安生,0.36,0.64,0.13,0.4,0.25,0.1,0.05,0.07,0.3,0.69,0.43,0.25,0.19,0.13,其他,0.53,白领,0.28,学生,0.19,动作,0.32,爱情,0.29,喜剧,0.14,科幻,0.14,动画,0.04,从你的全世界路过,美人鱼,湄公河行动,使徒行者,港囧,疯狂动物城,盗墓笔记,唐人街探案,夏洛特烦恼,寻龙诀
247220,荒野猎人,0.49,0.51,0.07,0.33,0.29,0.14,0.08,0.09,0.34,0.67,0.46,0.2,0.18,0.16,其他,0.49,白领,0.39,学生,0.12,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.05,美人鱼,疯狂动物城,寻龙诀,港囧,美国队长3,唐人街探案,星球大战：原力觉醒,夏洛特烦恼,速度与激情7,魔兽
247259,大话西游3,0.52,0.48,0.09,0.35,0.28,0.14,0.08,0.07,0.26,0.74,0.42,0.26,0.2,0.12,其他,0.57,白领,0.3,学生,0.14,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.04,美人鱼,港囧,寻龙诀,魔兽,美国队长3,唐人街探案,盗墓笔记,捉妖记,湄公河行动,从你的全世界路过
246594,精灵王座,0.55,0.45,0.08,0.38,0.24,0.1,0.09,0.11,0.32,0.68,0.42,0.27,0.2,0.11,白领,0.39,其他,0.38,学生,0.23,动作,0.47,爱情,0.13,喜剧,0.11,科幻,0.1,动画,0.09,复仇者联盟3：无限战争,唐人街探案2,我不是药神,捉妖记2,侏罗纪世界2,红海行动,头号玩家,西虹市首富,毒液：致命守护者,蚁人2：黄蜂女现身
479057,一吻定情电影版1：高中篇
247725,招魂2,0.61,0.39,0.14,0.4,0.24,0.09,0.05,0.09,0.28,0.72,0.48,0.2,0.17,0.16,其他,0.52,白领,0.3,学生,0.18,动作,0.32,爱情,0.27,科幻,0.17,喜剧,0.11,动画,0.05,美人鱼,美国队长3,魔兽,疯狂动物城,X战警：天启,寻龙诀,速度与激情7,港囧,复仇者联盟2：奥创纪元,奇幻森林
248828,女汉子真爱公式,0.38,0.62,0.09,0.39,0.28,0.11,0.06,0.07,0.24,0.76,0.42,0.25,0.21,0.12,其他,0.57,白领,0.31,学生,0.12,动作,0.32,爱情,0.29,喜剧,0.14,科幻,0.14,动画,0.04,美人鱼,唐人街探案,港囧,恶棍天使,疯狂动物城,澳门风云3,捉妖记,寻龙诀,夏洛特烦恼,从你的全世界路过
344073,名侦探柯南：纯黑的恶梦,0.55,0.45,0.19,0.41,0.18,0.07,0.06,0.11,0.32,0.68,0.47,0.19,0.18,0.16,其他,0.5,白领,0.26,学生,0.24,动作,0.31,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.06,你的名字。,美人鱼,疯狂动物城,奇异博士,湄公河行动,从你的全世界路过,美国队长3,神奇动物在哪里,港囧,魔兽
246333,惊天魔盗团2,0.49,0.51,0.1,0.36,0.27,0.11,0.07,0.08,0.31,0.69,0.44,0.22,0.19,0.15,其他,0.53,白领,0.33,学生,0.14,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.04,美人鱼,美国队长3,港囧,疯狂动物城,魔兽,寻龙诀,X战警：天启,速度与激情7,复仇者联盟2：奥创纪元,唐人街探案
246461,星际迷航3：超越星辰,0.5,0.5,0.09,0.32,0.28,0.14,0.09,0.09,0.3,0.7,0.44,0.22,0.19,0.15,其他,0.53,白领,0.34,学生,0.13,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.05,美人鱼,美国队长3,魔兽,X战警：天启,疯狂动物城,寻龙诀,星球大战：原力觉醒,港囧,复仇者联盟2：奥创纪元,速度与激情7
341749,我不是潘金莲,0.49,0.51,0.11,0.38,0.27,0.11,0.06,0.07,0.3,0.7,0.44,0.24,0.19,0.13,其他,0.53,白领,0.31,学生,0.17,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.13,动画,0.04,美人鱼,湄公河行动,从你的全世界路过,港囧,奇异博士,疯狂动物城,寻龙诀,唐人街探案,夏洛特烦恼,使徒行者
336671,龙珠Z：复活的弗利萨,0.63,0.37,0.09,0.32,0.27,0.16,0.09,0.06,0.27,0.73,0.43,0.23,0.21,0.13,其他,0.54,白领,0.33,学生,0.13,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.06,美人鱼,湄公河行动,美国队长3,魔兽,奇异博士,疯狂动物城,X战警：天启,从你的全世界路过,寻龙诀,港囧
247186,封神传奇,0.49,0.51,0.08,0.3,0.28,0.16,0.1,0.08,0.23,0.77,0.41,0.25,0.2,0.13,其他,0.59,白领,0.32,学生,0.1,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.05,美人鱼,魔兽,寻龙诀,美国队长3,港囧,绝地逃亡,盗墓笔记,捉妖记,X战警：天启,澳门风云3
246972,三人行,0.44,0.56,0.09,0.34,0.3,0.13,0.07,0.07,0.28,0.72,0.43,0.23,0.2,0.14,其他,0.54,白领,0.35,学生,0.12,动作,0.32,爱情,0.29,科幻,0.15,喜剧,0.14,动画,0.04,美人鱼,港囧,唐人街探案,捉妖记,寻龙诀,疯狂动物城,湄公河行动,美国队长3,魔兽,夏洛特烦恼
341655,反贪风暴2,0.5,0.5,0.07,0.33,0.31,0.14,0.07,0.07,0.27,0.73,0.42,0.23,0.2,0.15,其他,0.55,白领,0.34,学生,0.11,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.13,动画,0.04,使徒行者,美人鱼,湄公河行动,港囧,寒战2,澳门风云3,美国队长3,唐人街探案,寻龙诀,魔兽
345361,廉政风云
343789,月光男孩
341515,火锅英雄,0.47,0.53,0.08,0.36,0.29,0.12,0.07,0.07,0.32,0.68,0.47,0.22,0.18,0.13,其他,0.51,白领,0.36,学生,0.13,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.13,动画,0.04,美人鱼,唐人街探案,疯狂动物城,寻龙诀,港囧,夏洛特烦恼,捉妖记,澳门风云3,老炮儿,美国队长3
246375,独立日：卷土重来,0.53,0.47,0.08,0.3,0.28,0.14,0.09,0.09,0.31,0.69,0.45,0.21,0.19,0.15,其他,0.51,白领,0.38,学生,0.11,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.04,美人鱼,美国队长3,魔兽,X战警：天启,寻龙诀,疯狂动物城,星球大战：原力觉醒,港囧,复仇者联盟2：奥创纪元,速度与激情7
249875,谍影重重5,0.52,0.48,0.08,0.29,0.28,0.15,0.1,0.1,0.3,0.69,0.43,0.22,0.2,0.15,其他,0.52,白领,0.36,学生,0.11,动作,0.32,爱情,0.28,科幻,0.17,喜剧,0.12,动画,0.04,美国队长3,美人鱼,魔兽,湄公河行动,X战警：天启,碟中谍5：神秘国度,疯狂动物城,速度与激情7,使徒行者,寻龙诀
246575,致青春·原来你还在这里,0.36,0.64,0.15,0.4,0.24,0.09,0.06,0.08,0.26,0.74,0.41,0.26,0.2,0.12,其他,0.57,白领,0.26,学生,0.17,动作,0.32,爱情,0.29,喜剧,0.14,科幻,0.14,动画,0.04,美人鱼,港囧,捉妖记,唐人街探案,从你的全世界路过,栀子花开,夏洛特烦恼,疯狂动物城,寻龙诀,澳门风云3
345257,王牌逗王牌,0.45,0.55,0.1,0.34,0.27,0.13,0.08,0.07,0.24,0.76,0.4,0.26,0.21,0.13,其他,0.57,白领,0.29,学生,0.13,动作,0.32,爱情,0.29,科幻,0.15,喜剧,0.14,动画,0.04,美人鱼,从你的全世界路过,湄公河行动,港囧,使徒行者,唐人街探案,澳门风云3,绝地逃亡,寻龙诀,盗墓笔记
343448,乐高大电影4D
246188,愤怒的小鸟,0.44,0.56,0.07,0.29,0.27,0.18,0.11,0.08,0.29,0.71,0.44,0.23,0.19,0.14,其他,0.53,白领,0.36,学生,0.11,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.06,疯狂动物城,美人鱼,美国队长3,奇幻森林,功夫熊猫3,港囧,寻龙诀,捉妖记,魔兽,速度与激情7
248916,铁道飞虎,0.5,0.5,0.07,0.33,0.29,0.14,0.09,0.08,0.3,0.7,0.42,0.25,0.2,0.12,其他,0.52,白领,0.36,学生,0.12,动作,0.32,爱情,0.29,科幻,0.15,喜剧,0.13,动画,0.04,湄公河行动,美人鱼,长城,港囧,绝地逃亡,寻龙诀,从你的全世界路过,唐人街探案,美国队长3,奇异博士
341603,陆垚知马俐,0.37,0.63,0.11,0.36,0.27,0.12,0.07,0.07,0.28,0.72,0.42,0.26,0.2,0.12,其他,0.56,白领,0.3,学生,0.14,动作,0.32,爱情,0.29,喜剧,0.14,科幻,0.14,动画,0.04,美人鱼,港囧,从你的全世界路过,唐人街探案,夏洛特烦恼,疯狂动物城,捉妖记,恶棍天使,北京遇上西雅图之不二情书,湄公河行动
341529,冲天火,0.53,0.47,0.1,0.36,0.28,0.12,0.06,0.08,0.28,0.72,0.42,0.23,0.21,0.15,其他,0.53,白领,0.31,学生,0.16,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.14,动画,0.04,湄公河行动,美人鱼,从你的全世界路过,使徒行者,港囧,奇异博士,唐人街探案,长城,寻龙诀,澳门风云3
248260,百鸟朝凤,0.45,0.55,0.07,0.33,0.29,0.14,0.08,0.08,0.32,0.68,0.47,0.2,0.17,0.15,其他,0.51,白领,0.37,学生,0.12,动作,0.32,爱情,0.28,科幻,0.15,喜剧,0.12,动画,0.05,美人鱼,疯狂动物城,奇幻森林,美国队长3,寻龙诀,魔兽,湄公河行动,港囧,夏洛特烦恼,捉妖记
247736,比利·林恩的中场战事,0.55,0.45,0.1,0.34,0.26,0.12,0.08,0.1,0.36,0.64,0.45,0.2,0.18,0.17,其他,0.46,白领,0.36,学生,0.17,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.05,奇异博士,湄公河行动,美人鱼,疯狂动物城,美国队长3,神奇动物在哪里,寻龙诀,魔兽,X战警：天启,港囧
344644,铠甲勇士捕王,0.45,0.55,0.08,0.16,0.2,0.27,0.19,0.1,0.22,0.78,0.4,0.26,0.23,0.11,其他,0.59,白领,0.32,学生,0.1,动作,0.32,爱情,0.28,科幻,0.14,喜剧,0.11,动画,0.09,美人鱼,熊出没之熊心归来,疯狂动物城,愤怒的小鸟,湄公河行动,新大头儿子和小头爸爸2一日成才,功夫熊猫3,冰川时代5：星际碰撞,美国队长3,捉妖记
338443,机械师2：复活,0.52,0.48,0.08,0.33,0.29,0.14,0.08,0.08,0.29,0.71,0.44,0.23,0.2,0.13,其他,0.53,白领,0.35,学生,0.12,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.04,湄公河行动,美人鱼,美国队长3,魔兽,奇异博士,从你的全世界路过,X战警：天启,速度与激情7,寻龙诀,港囧
13511,忍者神龟2：破影而出,0.49,0.51,0.08,0.3,0.28,0.16,0.1,0.08,0.28,0.72,0.44,0.22,0.2,0.14,其他,0.54,白领,0.35,学生,0.11,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.05,美人鱼,美国队长3,魔兽,疯狂动物城,港囧,寻龙诀,复仇者联盟2：奥创纪元,X战警：天启,速度与激情7,捉妖记
246582,谁的青春不迷茫,0.41,0.58,0.12,0.41,0.25,0.09,0.05,0.07,0.29,0.71,0.43,0.25,0.2,0.12,其他,0.53,白领,0.29,学生,0.18,动作,0.32,爱情,0.29,科幻,0.14,喜剧,0.14,动画,0.04,美人鱼,港囧,唐人街探案,疯狂动物城,从你的全世界路过,夏洛特烦恼,恶棍天使,寻龙诀,澳门风云3,捉妖记
246222,海洋奇缘,0.42,0.58,0.11,0.33,0.24,0.15,0.09,0.08,0.34,0.66,0.45,0.22,0.17,0.15,其他,0.51,白领,0.31,学生,0.18,动作,0.32,爱情,0.27,科幻,0.15,喜剧,0.12,动画,0.07,疯狂动物城,美人鱼,奇异博士,神奇动物在哪里,湄公河行动,奇幻森林,爱宠大机密,你的名字。,美国队长3,寻龙诀
341896,鲨滩,0.47,0.53,0.08,0.32,0.28,0.15,0.09,0.08,0.26,0.74,0.4,0.23,0.2,0.17,其他,0.55,白领,0.34,学生,0.11,动作,0.32,爱情,0.28,科幻,0.16,喜剧,0.12,动画,0.05,美人鱼,湄公河行动,使徒行者,魔兽,美国队长3,疯狂动物城,盗墓笔记,星际迷航3：超越星辰,港囧,寻龙诀
